Company Name,Domain,Industry,Location,Headcount,Linkedin,Description,Company Type,Keywords,Technologies,Tags
Immunai,immunai.com,Biotechnology Research,"New York City, New York, United States",51-200,https://www.linkedin.com/company/immunai,Immunai is a biotechnology company that specializes in utilizing artificial intelligence for advancing immunology research.,privately held,"biotechnology, bioinformatics, healthcare, artificial intelligence, immunology","Mysql, Jquery, Google Tag Manager, Google Analytics, Php, Swiper Slider, Jquery Migrate, Jquery Ui, Recaptcha, Google Font Api, Wp Rocket, Wordpress, Flywheel, Webflow, Lua, Openresty, Nginx, Addtoany",""
PathoQuest,pathoquest.com,Biotechnology Research,"Paris, France",51-200,https://www.linkedin.com/company/pathoquest,PathoQuest is a biopharmaceutical company that specializes in GMP NGS-based biosafety testing and characterization services to assist developers and manufacturers in getting therapies to market.,privately held,"biopharmaceutical, ngs-based biosafety testing, characterization services, therapy development, innovator companies","Twitter Emoji (Twemoji), Jquery Mobile, Gravity Forms, Linkedin Ads, Http/3, Wp Engine, Storylane, Site Kit, Forte, Swiper, Variti, Wordpress, Google Tag Manager, Php, Jquery, Cloudflare, Google Font Api, Jquery Migrate, Mysql, Openssl, Prefix Free, Nginx, Lightbox, Apache, Google Analytics, Mediaelement.Js, Amazon Ec2, Amazon Web Services",""
Invenra,invenra.com,Biotechnology Research,"Madison, Wisconsin, United States",51-200,https://www.linkedin.com/company/invenra,"Invenra is a biotechnology company that specializes in developing best-in-class biologics, focusing on multispecific antibodies and their derivatives with the use of their proprietary B-Body™ bispecific platform and high throughput functional screening.",privately held,"biologics, antibodies, multispecific antibodies, derivatives, bispecific platform, functional screening, proprietary technologies","Zepto, New Relic, Jquery Migrate, Hsts, Fingerprintjs, Apache Http Server, Lodash, Webpack, Google Analytics, Wordpress, Sentry, Apache, Google Font Api, Yoast Seo, Requirejs, Wix, Google Tag Manager, Revslider, Ubuntu, Php, Twitter Emoji (Twemoji), Mysql, Jquery, React, Gsap",""
Cellular Biomedicine Group (United States),cellbiomedgroup.com,Biotechnology Research,"Rockville, Maryland, United States",201-500,https://www.linkedin.com/company/cbmgholdings,,privately held,,"Nuxt.Js, Vue.Js, Node.Js, Tengine",""
Premaslifesciences,premaslifesciences.com,Biotechnology Research,"New Delhi, India",51-200,https://www.linkedin.com/company/premas-lifesciences,Premaslifesciences is a Life Sciences company that focuses on biotechnology and pharmaceuticals.,privately held,"life sciences, biotechnology, pharmaceuticals, healthcare","Youtube, Owl Carousel, Vue.Js, Firebase, Fancybox, Sweetalert2, Jquery, Apache, Font Awesome, Moment.Js, Google Font Api, Google Tag Manager, Animate.Css, Google Analytics, Bootstrap, Php, Laravel",""
Emphordlas,emphordlas.com,Biotechnology Research,"Dubai, United Arab Emirates",51-200,https://www.linkedin.com/company/emphor-life-analytical-science,Emphordlas is the leading Laboratory Equipment supplier in UAE. Get highest quality laboratory equipments in Dubai at best prices. Enquire Now!,privately held,,"Google Analytics, Recaptcha, Jquery, Woocommerce, Google Tag Manager, Wordpress, Php, Nginx, Mysql, Linkedin Ads",""
LA RIVE Parfums Cosmetics,larive-parfums.com,Cosmetics,"Grudziądz, Poland",201-500,https://www.linkedin.com/company/larive-parfums,"LA RIVE is one of the leading producers of perfumes and perfumed waters. Our products are available in dedicated collections for women, men and children.",public company,,"Google Analytics, Wordpress, Jquery, Fancybox, Mysql, Jquery Migrate, Twitter Emoji (Twemoji), Yoast Seo, Php, Jsdelivr, Facebook, All In One Seo Pack, Jquery Cdn, Google Tag Manager, Polylang, Lodash",""
BioMérieux,biomerieux.co.uk,Biotechnology Research,France,10001+,https://www.linkedin.com/company/biomerieux,bioMérieux is a healthcare company that specializes in medical diagnostics for the biotechnology and life sciences industry.,public company,"medical diagnostics, healthcare, biotechnology, life sciences","Jquery Ui, Pardot, Google Analytics, Drupal, Varnish, Modernizr, Apache, Php, Jquery",""
HSE•AG,hseag.com,Biotechnology Research,Netherlands,51-200,https://www.linkedin.com/company/hombrechtikon-systems-engineering-ag,HSE is a life science company that specializes in diagnostics and crafting innovative tools for unraveling the mysteries of life.,privately held,"life science, diagnostics, engineering service provider, innovative tools","Mysql, Jquery, Select2, Bootstrap, Snap.Svg, Cloudflare, Google Font Api, Gsap, Swiper Slider, Wordpress, Jquery Migrate, Hubspot, Modernizr, Php",""
Agile BioFoundry,agilebiofoundry.org,Biotechnology Research,"Emeryville, California, United States",51-200,https://www.linkedin.com/company/agilebiofoundry,Agile BioFoundry is a biomanufacturing organization that focuses on developing tools and partnerships to enable sustainable industrial production of renewable fuels and chemicals.,partnership,"biomanufacturing, renewable fuels, chemicals, sustainable production, biotechnology","Cloudflare, Google Tag Manager, Bootstrap, Google Analytics, Php, Google Font Api, Mysql, Nginx, Wordpress, Recaptcha, Mailchimp, Jquery, Twitter Emoji (Twemoji), Jquery Ui, Jquery Migrate, Modernizr, Hammer.Js",""
Biogem,biogem.it,Biotechnology Research,"Ariano Irpino-Martiri, Italy",51-200,https://www.linkedin.com/company/biogem-istituto-di-ricerche-genetiche-gaetano-salvatore,Biogem Istituto di Biologia e genetica molecolare is a biotechnology company that specializes in molecular biology and genetic research.,non profit,"biotechnology, genetics, molecular biology, research, life sciences","Bootstrap, Font Awesome, Microsoft Asp.Net, Animate.Css, Google Tag Manager, Plesk, Jquery, Jquery Migrate, Windows Server, Google Font Api, Joomla, Iis, Google Analytics, Php, Youtube",""
Crinetics Pharmaceuticals,crinetics.com,Biotechnology Research,"San Diego, California, United States",201-500,https://www.linkedin.com/company/crinetics-pharmaceuticals,Crinetics Pharmaceuticals is a biotechnology company that specializes in drug development for various medical conditions.,public company,"pharmaceuticals, biotechnology, drug development, medical research","Lightbox, Mysql, Gravity Forms, Crazy Egg, Wp Rocket, Google Tag Manager, Wordpress, Mailchimp, Yoast Seo, Modernizr, Mediaelement.Js, Typekit, Twitter Emoji (Twemoji), Jquery Ui, Lodash, Jquery Migrate, Sweetalert2, Font Awesome, Jquery, Php, Google Font Api, Nginx, Owl Carousel, Google Analytics, Recaptcha, Cloudflare",""
Cook MyoSite,cookmyosite.com,Biotechnology Research,"Pittsburgh, Pennsylvania, United States",51-200,https://www.linkedin.com/company/cook-myosite,Cook MyoSite is a biotechnology company that specializes in regenerative medicine for muscle regeneration through clinical trials.,privately held,"biotechnology, healthcare, regenerative medicine, clinical trials, muscle regeneration","Mysql, Cloudflare, Wordpress, Php, Adobe Dtm, Debian, Google Font Api, Apache, Jquery, Http/3, Cloudflare Bot Management, Hsts, Hubspot",""
Chistovie,chistovie.ru,Cosmetics,Russian Federation,51-200,https://www.linkedin.com/company/chistovie,"Chistovie is a beauty and healthcare industry company that produces disposable consumables and accessories for the industry, with a focus on manufacturing.",privately held,"beauty and healthcare industry, disposable consumables, beauty accessories, manufacturing","Nginx, Google Tag Manager, Tally, Sirdata, Google Analytics, Recaptcha, Cloudflare, Yandex.Metrika, 1c Bitrix, Php, Facebook, Swfobject",""
Skelt Cosmetics,skelt.com.br,Cosmetics,"Curitiba, Brazil",51-200,https://www.linkedin.com/company/skelt-beauty-brands,Skelt Cosmetics is a beauty products company that offers a range of skincare and personal care products.,privately held,"cosmetics, beauty products, skincare, personal care","Hotjar, Facebook, Google Analytics, Rd Station, Nginx, Vtex, Animate.Css, Google Tag Manager, Underscore.Js, Jquery, Ramda, Prettyphoto, Swfobject, Polyfill, React, Sentry",""
OmniAb,omniab.com,Biotechnology Research,"Emeryville, California, United States",51-200,https://www.linkedin.com/company/omniab-inc,OmniAb is a biotechnology company that provides pharmaceutical industry partners access to diverse antibody repertoires and high-throughput screening technologies for the discovery of next-generation therapeutics.,public company,"pharmaceutical, biotechnology, antibody discovery, therapeutics, high-throughput screening","Swiper Slider, Animate.Css, Modernizr, Bootstrap, Apache, Fancybox, Hubspot, Jquery Ui, Recaptcha, Google Font Api, Twitter Emoji (Twemoji), Jquery Migrate, Mysql, Jquery, Lua, Openresty, Matomo, Hsts, Google Tag Manager, Cloudflare, Wordpress, Google Analytics, Http/3, Varnish, Pantheon, Yoast Seo, Mariadb, Elementor, Php, Nginx, Fastly",""
Crystal Technology & Industries,crystalindustries.com,Biotechnology Research,"Addison, Texas, United States",51-200,https://www.linkedin.com/company/crystal-technology-industries-inc,Crystal Technology & Industries is a company that manufactures instruments and supplies used in medical and scientific research.,privately held,"medical equipment manufacturing, scientific research supplies, instrument manufacturing, biotechnology industry","Wp Engine, Jquery Ui, Select2, Font Awesome, Froala Editor, Google Analytics, Google Font Api, Google Tag Manager, Twitter Emoji (Twemoji), Hotjar, Mysql, Nginx, Wordpress, Php, Jquery, Smart Slider 3, Jquery Migrate, Yoast Seo, Woocommerce, Wordpress Super Cache, Underscore.Js, Recaptcha",""
Barenbrug,barenbrug.fr,Biotechnology Research,"Montévrain, France",51-200,https://www.linkedin.com/company/barenbrug-france,Barenbrug France is a seed production company that operates globally and specializes in plant breeding.,privately held,"agriculture, seed production, seeds, global, family-owned, plant breeding","Jquery, Google Font Api, Iis, Windows Server, Microsoft Asp.Net, Google Analytics, Facebook",""
SolGent Co.,solgent.com,Biotechnology Research,"Daejeon, South Korea",51-200,https://www.linkedin.com/company/solgent,SolGent Co is a biotechnology company that specializes in providing solutions for genetic technologies.,privately held,"genetic technologies, biotechnology, life sciences, molecular diagnostics","Nginx, Php",""
Cordlife,cordlife.co.id,Biotechnology Research,"Jakarta, Indonesia",51-200,https://www.linkedin.com/company/pt-cordlife-persada,Cordlife is a healthcare company that provides stem cell banking services for securing the future health of families through umbilical cord blood and cord lining banking.,public company,"stem cell banking, healthcare, medical services, cord blood banking, family health","Apache, Google Tag Manager, Incapsula, Youtube, Jquery, Http/3, Ubuntu, Zendesk Chat, Bootstrap, Apache Http Server, Jsdelivr, Hsts, Php, Drupal, Google Cloud Cdn, Google Cloud, Google Analytics, Fancybox, Facebook",""
Holm & Halby A/S,holm-halby.dk,Biotechnology Research,"Brøndbyvester, Denmark",51-200,https://www.linkedin.com/company/holm-%26-halby-a-s,"Holm & Halby A/S is a laboratory equipment provider with a strong focus on customer needs and a wide selection of laboratory equipment for research in the pharmaceutical industry, hospitals, and higher education.",public company,"laboratory equipment, research industry, pharmaceutical industry, hospital equipment","Font Awesome, Iis, Windows Server, Microsoft Asp.Net, Google Tag Manager, Jquery, Zurb Foundation, Google Analytics, Facebook",""
EnginZyme,enginzyme.com,Biotechnology Research,"Solna, Sweden",51-200,https://www.linkedin.com/company/enginzyme,EnginZyme is a biotechnology company that specializes in bioengineering enzymes for industrial applications.,privately held,"biotechnology, enzymes, bioengineering, biocatalysis, industrial applications","Youtube, Apache, Wordpress, Mysql, Php, Jquery, Bootstrap, Mailchimp, Gsap, React, Vercel, Node.Js, Hsts, Next.Js, Webpack, Google Tag Manager, Google Analytics, Jquery Migrate, Twitter Emoji (Twemoji), Netlify",""
Magapor,magapor.com,Biotechnology Research,"Ejea de los Caballeros, Spain",51-200,https://www.linkedin.com/company/magapor-sl,MAGAPOR is a company in the animal genetics industry that specializes in swine reproduction and livestock breeding.,privately held,"animal genetics, livestock breeding, swine reproduction, agricultural biotechnology","Nginx, Joomla, Facebook, Google Analytics, Twitter Emoji (Twemoji), Google Font Api, Twitter, Revslider, Mysql, Wordpress Super Cache, Apache, Wordpress, Php, Bootstrap, Google Tag Manager, Gsap, Recaptcha, Three.Js, Pdf.Js, Font Awesome, Ubuntu, Openssl, Wpml, Jquery Migrate, Site Kit, Jquery, Youtube, All In One Seo Pack, Apache Http Server",""
Biomerieux SA,biomerieux.at,Biotechnology Research,France,10001+,https://www.linkedin.com/company/biomerieux,,public company,,"Apache, Varnish, Jquery, Pardot, Php, Jquery Ui, Modernizr, Google Analytics, Drupal, Sharethis",""
Celldex Therapeutics,celldex.com,Biotechnology Research,"Hampton, New Jersey, United States",51-200,https://www.linkedin.com/company/celldex-therapeutics,Celldex Therapeutics is a biopharmaceutical company that specializes in developing immunotherapy treatments through clinical trials.,public company,"biopharmaceuticals, biotechnology, immunotherapy, clinical trials, drug development","Jquery, Jquery Ui, Apache, Bootstrap, Mediaelement.Js, Wordpress, Google Analytics, Yoast Seo, Jquery Migrate, Php, Mysql",""
CSL,csl.co.th,Biotechnology Research,"Melbourne, Australia",10001+,https://www.linkedin.com/company/csl,CSL is a biotechnology company that specializes in developing and producing pharmaceuticals and medical products.,public company,"biotechnology, pharmaceuticals, healthcare, research, medical products","Hsts, Jsdelivr, Google Tag Manager, Bootstrap, Flickity, Google Analytics, Iis, Jquery, Windows Server, Dreamweaver, Slick, Font Awesome, Angularjs",""
